Manufacturer,Serial Number,Construction Year,Material,Equipment Type,All.Manufacturer part number,,"Please analyze the data and state if there is any data issue or required cleansing ? If yes please state them below in points and what is the next steps which should to be taken accordignly.
Mandatory to state the technique which used for analysing the data ."
Everest,1111443/2011,2011,000000051000000387,3005,FB2267,,
Everest,1114716/2011,2011,000000051000000004,3005,2268,,
Everest,11350/2011,2011,000000051000000448,3006,2269,,
Everest,114638/2011,2011,000000051000000004,3005,2271,,
Everest,114680/2011,2011,000000051000000387,3005,2272,,
Everest,114916/2011,2011,000000051000000004,3005,2275,,
Everest,114929/2011,2011,000000051000000004,3005,FB2276,,
Everest,115128/2011,2011,000000051000000004,3005,2277,,
Everest,115629/2011,2011,000000051000000004,3005,FB2278,,
Everest,115660/2011,2011,000000051000000387,3005,201075654,,
Everest,116246/2011,2011,000000051000000004,3005,201054931,,
Everest,1163/2011,2011,000000051000000004,3005,3000088315,,
Everest,116399/2011,2011,000000051000000004,3005,2282,,
Everest,116436/2011,2011,000000051000000387,3005,2283,,
Everest,116461/2011,2011,000000051000000004,3005,2285,,
Everest,116578/2011,2011,000000051000000004,3005,2286,,
Everest,118926/2011,2011,000000051000000004,3005,2287,,
Everest,1216394/2012,2012,000000051000000004,3005,2289,,
Everest,1216415/2012,2012,000000051000000004,3005,2290,,
Everest,1216667/2012,2012,000000051000000004,3005,2291,,
Everest,1216901/2012,2012,000000051000000004,3005,FB2292,,
Everest,1217134/2012,2012,000000051000000004,3005,2294,,
Everest,1217342/2012,2012,000000051000000004,3005,FB2298,,
Everest,1217540/2012,2012,000000051000000004,3005,2299,,
Everest,1217630/2012,2012,000000051000000387,3005,2303,,
Everest,1217654/2012,2012,000000051000000387,3005,2304,,
Everest,1220907/2012,2012,000000051000000386,3004,04750001070440,,
Everest,1220908/2012,2012,000000051000000386,3004,201054263,,
Everest,1220911/2012,2012,000000051000000004,3005,2309,,
Everest,1221758/2012,2012,000000051000000387,3005,201071702,,
Everest,1222241/2012,2012,000000051000000387,3005,2314,,
Everest,1223266/2012,2012,000000051000000004,3005,2315,,
Everest,1226482/2012,2012,000000051000000004,3005,2317,,
Everest,1226824/2012,2012,000000051000000004,3005,FB2318,,
Everest,1226838/2012,2012,000000051000000387,3005,2319,,
Everest,1229230/2012,2012,000000051000000387,3005,201075955,,
Everest,1229274/2012,2012,000000051000000004,3005,FB2321,,
Everest,12345/2012,2012,000000051000000004,3005,2322,,
Everest,124152/2012,2012,000000051000000387,3005,FB2323,,
Everest,124159/2012,2012,000000051000000387,3005,2325,,
Everest,124662/2012,2012,000000051000000004,3005,FB2327,,
Everest,125060/2012,2012,000000051000000004,3005,FB2330,,
Everest,13067/2013,2013,000000051000000004,3005,FB2331,,
Everest,1310803/2013,2013,000000051000000004,3005,2332,,
Everest,1314244/2013,2013,000000051000000387,3005,3000097841,,
Everest,1314304/2013,2013,000000051000000004,3005,FB2335,,
Everest,1314580/2013,2013,000000051000000448,3006,201054941,,
Everest,1315819/2013,2013,000000051000000004,3005,FB2338,,
Everest,1315878/2013,2013,000000051000000004,3005,2341,,
Everest,1316017/2013,2013,000000051000000387,3005,2343,,
Everest,1318178/2013,2013,000000051000000004,3005,2344,,
Everest,1318217/2013,2013,000000051000000004,3005,01072552,,
Everest,136124/2013,2013,000000051000000004,3005,FB2434,,
Everest,136930/2013,2013,000000051000000387,3005,3000088794,,
Everest,138245/2013,2013,000000051000000004,3005,3000170703,,
Everest,1409038/2014,2014,000000051000000004,3005,04750000815725,,
Everest,1410082/2014,2014,000000051000000004,3005,3000121510,,
Everest,141033/2014,2014,000000051000000004,3005,04750001058417,,
Everest,1413151/2014,2014,000000051000000004,3005,3000121484,,
Everest,141368/2014,2014,000000051000000004,3005,8002,,
Everest,141951/2014,2014,000000051000000004,3005,04750001087809,,
Everest,1420571/2014,2014,000000051000000004,3005,3000156502,,
Everest,1421030/2014,2014,000000051000000004,3005,9275,,
Everest,1421539/2014,2014,000000051000000386,3004,3000106555,,
Everest,1422233/2014,2014,000000051000000386,3004,3000106556,,
Everest,1423229/2014,2014,000000051000000004,3005,3000106557,,
Everest,1423653/2014,2014,000000051000000386,3004,3000106558,,
Everest,1425105/2014,2014,000000051000000005,3006,3000106559,,
Everest,1425140/2014,2014,000000051000000005,3006,3000106560,,
Everest,1425195/2014,2014,000000051000000004,3005,3000106561,,
Everest,145506/2014,2014,000000051000000386,3004,3000106562,,
Everest,145653/2014,2014,000000051000000004,3005,3000106563,,
Everest,145666/2014,2014,000000051000000003,3004,3000106564,,
Everest,147985/2014,2014,000000051000000004,3005,3000106565,,
Everest,148681/2014,2014,000000051000000387,3005,3000106566,,
Everest,148698/2014,2014,000000051000000387,3005,3000106567,,
Everest,1510385/2015,2015,000000051000000386,3004,3000106568,,
Everest,1514012/2015,2015,000000051000000387,3005,3000106569,,
Everest,1514247/2015,2015,000000051000000004,3005,3000106570,,
Everest,1516661/2015,2015,000000051000000005,3006,3000106571,,
Everest,1516986/2015,2015,000000051000000004,3005,3000106572,,
Everest,1517303/2015,2015,000000051000000448,3006,3000106573,,
Everest,1517363/2015,2015,000000051000000004,3005,3000106574,,
Everest,154687/2015,2015,000000051000000387,3005,3000106575,,
Everest,159103/2015,2015,000000051000000005,3006,3000106576,,
Everest,1600300/2016,2016,000000051000000004,3005,3000106577,,
Everest,1611003/2016,2016,000000051000000387,3005,3000106578,,
Everest,1611116/2016,2016,000000051000000387,3005,3000106579,,
Everest,1619556/2017,2014,000000051000000387,3005,3000106580,,
Everest,1621641/2016,2021,000000051000000448,3006,3000106581,,
Everest,1622081/2017,2021,000000051000000448,3006,3000106582,,
Everest,164824/2016,2016,000000051000000004,3005,3000106583,,
Everest,164825/2016,2016,000000051000000005,3006,3000106584,,
Everest,165143/2016,2016,000000051000000004,3005,3000106585,,
Everest,165417/2016,2016,000000051000000004,3005,3000106586,,
Everest,166622/2016,2016,000000051000000004,3005,3000106587,,
Everest,167013/2016,2016,000000051000000004,3005,3000106588,,
Everest,168434/2016,2016,000000051000000387,3005,3000106589,,
Everest,171876/2017,2017,000000051000000004,3005,3000106590,,
Everest,172755/2017,2017,000000051000000003,3004,3000106591,,
Everest,172756/2017,2017,000000051000000003,3004,3000106592,,
Everest,17649/2017,2017,000000051000000004,3005,3000106593,,
Everest,183810/2018,2018,000000051000000004,3005,3000106594,,
Everest,184402/2018,2018,000000051000000004,3005,3000106595,,
Everest,184559/2018,2018,000000051000000004,3005,3000106596,,
Everest,185661/2018,2018,000000051000000387,3005,3000106597,,
Everest,1901217/2019,2019,000000051000000004,3005,3000106598,,
Everest,19015/2019,2019,000000051000000004,3005,3000106599,,
Everest,190642/2019,2019,000000051000000004,3005,3000106600,,
Everest,190719/2019,2019,000000051000000004,3005,3000106601,,
Everest,1917591/2022,2022,000000051000000448,3006,3000106602,,
Everest,193807/2019,2019,000000051000000448,3006,3000106603,,
Everest,2001673/2020,2020,000000051000000004,3005,3000106604,,
Everest,2002313/2020,2020,000000051000000448,3006,3000106605,,
Everest,2003307/2020,2020,000000051000000005,3006,3000106606,,
Everest,2003665/2020,2020,000000051000000005,3006,3000106607,,
Everest,2003798/2020,2020,000000051000000004,3005,3000106608,,
Everest,2004201/2020,2020,000000051000000005,3006,3000106609,,
Everest,2004720/2020,2020,000000051000000005,3006,3000106610,,
Everest,2004985/2020,2020,000000051000000005,3006,3000106611,,
Everest,2005250/2020,2020,000000051000000005,3006,3000106612,,
Everest,2005312/2020,2020,000000051000000005,3006,3000106613,,
Everest,20054/2007,2010,000000051000000387,3005,3000106614,,
Everest,2005694/2020,2020,000000051000000005,3006,3000106615,,
Everest,2006067/2020,2020,000000051000000005,3006,3000106616,,
Everest,2006760/2020,2020,000000051000000005,3006,3000106617,,
Everest,2006870/2020,2020,000000051000000005,3006,3000106618,,
Everest,2006888/2020,2020,000000051000000005,3006,3000106619,,
Everest,2006933/2020,2020,000000051000000005,3006,3000106620,,
Everest,2007651/2020,2020,000000051000000005,3006,3000106621,,
Everest,2008063/2020,2020,000000051000000005,3006,3000106622,,
Everest,2008270/2020,2020,000000051000000005,3006,3000106623,,
Everest,2008446/2020,2020,000000051000000005,3006,3000106624,,
Everest,2009084/2020,2020,000000051000000005,3006,3000106625,,
Everest,2009192/2020,2020,000000051000000005,3006,3000106626,,
Everest,2009261/2020,2020,000000051000000005,3006,3000106627,,
Everest,2009376/2020,2020,000000051000000005,3006,3000106628,,
Everest,201006934/2021,2021,000000051000000448,3006,3000106629,,
Everest,20161/2004,2004,000000051000000387,3005,3000106630,,
Everest,2017702/2021,2021,000000051000000448,3006,11086/2019,,
Everest,2021/2103936,2021,000000051000000005,3006,3000106632,,
Everest,2021/2103937,2021,000000051000000005,3006,3000106633,,
Everest,2021/2104043,2021,000000051000000005,3006,3000106634,,
Everest,209543/2020,2021,000000051000000006,3007,3000106635,,
Everest,21030000/2021,2021,000000051000000448,3006,3000106636,,
Everest,2103930/2021,2021,000000051000000005,3006,3000106637,,
Everest,2103931/2021,2021,000000051000000005,3006,3000106638,,
Everest,2103932/2021,2021,000000051000000005,3006,3000106639,,
Everest,2103933/2021,2021,000000051000000005,3006,3000106640,,
Everest,2103934/2021,2021,000000051000000005,3006,3000106641,,
Everest,2103935/2021,2021,000000051000000005,3006,3000106642,,
Everest,2103936/2021,2021,000000051000000005,3006,3000106643,,
Everest,2103938/2021,2021,000000051000000005,3005,3000106644,,
Everest,2103939/2021,2021,000000051000000005,3006,3000106645,,
Everest,2103940/2021,2021,000000051000000005,3006,3000106646,,
Everest,2103942/2021,2021,000000051000000005,3006,3000106647,,
Everest,2103943/2021,2021,000000051000000005,3006,3000106648,,
Everest,2103944/2021,2021,000000051000000005,3006,3000106649,,
Everest,2103946/2021,2021,000000051000000005,3006,3000106650,,
Everest,2103947/2021,2021,000000051000000005,3006,3000106651,,
Everest,2103948/2021,2021,000000051000000005,3006,04750001085905,,
Everest,2103949/2021,2021,000000051000000005,3006,3000106653,,
Everest,2103950/2021,2021,000000051000000005,3006,04750000836184,,
Everest,2103951/2021,2021,000000051000000005,3005,3000106655,,
Everest,2103952/2021,2021,000000051000000005,3006,3000106656,,
Everest,2103953/2021,2021,000000051000000005,3006,3000106657,,
Everest,2103954/2021,2021,000000051000000005,3006,3000106658,,
Everest,2103956/2021,2021,000000051000000005,3006,3000106659,,
Everest,2103957/2021,2021,000000051000000005,3006,3000106660,,
Everest,2103958/2021,2021,000000051000000005,3006,3000106661,,
Everest,2103959/2021,2021,000000051000000005,3006,3000106662,,
Everest,2103960/2021,2021,000000051000000005,3006,3000106663,,
Everest,2103961/2021,2021,000000051000000005,3006,3000106664,,
Everest,2103964/2021,2021,000000051000000005,3006,04750000841809,,
Everest,2103966/2021,2021,000000051000000005,3006,3000106666,,
Everest,2103971/2021,2021,000000051000000005,3006,3000106667,,
Everest,2103972/2021,2021,000000051000000005,3006,3000106668,,
Everest,2103973/2021,2021,000000051000000005,3006,3000106669,,
Everest,2103974/2021,2021,000000051000000005,3006,3000106670,,
Everest,2103975/2021,2021,000000051000000005,3006,3000106671,,
Everest,2103976/2021,2021,000000051000000005,3006,3000106672,,
Everest,2103978/2021,2021,000000051000000005,3006,3000106673,,
Everest,2103984/2021,2021,000000051000000005,3005,3000106674,,
Everest,2103985/2021,2021,000000051000000005,3006,3000106675,,
Everest,2103988/2021,2021,000000051000000005,3006,3000106676,,
Everest,2103989/2021,2021,000000051000000005,3006,3000106677,,
Everest,2103993/2021,2021,000000051000000005,3006,11136/2019,,
Everest,2103994/2021,2021,000000051000000005,3006,3000106679,,
Everest,2103995/2021,2021,000000051000000005,3006,3000106680,,
Everest,2103996/2021,2021,000000051000000005,3006,04750001020846,,
Everest,2103997/2021,2021,000000051000000005,3006,3000106682,,
Everest,2103998/2021,2021,000000051000000005,3006,3000106683,,
Everest,2103999/2021,2021,000000051000000005,3006,3000106684,,
Everest,2104000/2021,2021,000000051000000005,3006,3000106685,,
Everest,2104001/2021,2021,000000051000000005,3006,3000106686,,
Everest,2104002/2021,2021,000000051000000005,3006,04750001008472,,
Everest,2104006/2021,2021,000000051000000005,3006,3000106688,,
Everest,2104009/2021,2021,000000051000000005,3006,3000106689,,
Everest,2104011/2021,2021,000000051000000005,3006,3000106690,,
Everest,2104012/2021,2021,000000051000000005,3006,3000106691,,
Everest,2104013/2021,2021,000000051000000005,3006,3000088797,,
Everest,2104014/2021,2021,000000051000000005,3006,3000100712,,
Everest,2104015/2021,2021,000000051000000005,3006,3000156471,,
Everest,2104016/2021,2021,000000051000000005,3006,3000088798,,
Everest,2104017/2021,2021,000000051000000005,3006,3000156474,,
Everest,2104018/2021,2021,000000051000000005,3006,3000156487,,
Everest,2104019/2021,2021,000000051000000005,3006,04750001098316,,
Everest,2104020/2021,2021,000000051000000005,3005,04750001004648,,
Everest,2104021/2021,2021,000000051000000005,3005,3000170704,,
Everest,2104022/2021,2021,000000051000000005,3006,04750001088656,,
Everest,2104025/2021,2021,000000051000000005,3006,04750000843716,,
Everest,2104026/2021,2021,000000051000000005,3006,04750000814632,,
Everest,2104032/2021,2021,000000051000000005,3006,3000179623,,
Everest,2104033/2021,2021,000000051000000005,3006,04750001086871,,
Everest,2104034/2021,2021,000000051000000005,3006,04750000835773,,
Everest,2104035/2021,2021,000000051000000005,3006,3000088799,,
Everest,2104036/2021,2021,000000051000000005,3006,3000149254,,
Everest,2104037/2021,2021,000000051000000005,3006,3000093090,,
Everest,2104038/2021,2021,000000051000000005,3006,3000149460,,
Everest,2104039/2021,2021,000000051000000005,3006,FB36521,,
Everest,2104040/2021,2021,000000051000000005,3006,201054648,,
Everest,2104041/2021,2021,000000051000000005,3005,FB40025,,
Everest,2104042/2021,2021,000000051000000005,3005,40026,,
Everest,2104043/2021,2021,000000051000000005,3006,40029,,
Everest,2104046/2021,2021,000000051000000005,3006,40035,,
Everest,2104047/2021,2021,000000051000000005,3006,40039,,
Everest,2104048/2021,2021,000000051000000005,3006,40041,,
Everest,2104053/2021,2021,000000051000000004,3005,3000097840,,
Everest,2104055/2021,2021,000000051000000004,3005,40057,,
Everest,2104056/2021,2021,000000051000000004,3005,FB40069,,
Everest,2104059/2021,2021,000000051000000004,3005,40072,,
Everest,2104060/2021,2021,000000051000000004,3005,40073,,
Everest,2104061/2021,2021,000000051000000004,3005,FB40075,,
Everest,2104063/2021,2021,000000051000000004,3005,40076,,
Everest,2104064/2021,2021,000000051000000004,3005,201029066,,
Everest,2104066/2021,2021,000000051000000004,3005,04750001069925,,
Everest,2104067/2021,2021,000000051000000004,3005,40084,,
Everest,2104068/2021,2021,000000051000000004,3005,40086,,
Everest,2104069/2021,2021,000000051000000004,3005,40087,,
Everest,2104075/2021,2021,000000051000000004,3005,201071679,,
Everest,2104079/2021,2021,000000051000000004,3005,40101,,
Everest,2104084/2021,2021,000000051000000004,3005,40102,,
Everest,2104085/2021,2021,000000051000000004,3005,201029095,,
Everest,2104088/2021,2021,000000051000000004,3005,40120,,
Everest,2104090/2021,2021,000000051000000004,3005,40125,,
Everest,2104091/2021,2021,000000051000000004,3005,40134,,
Everest,2104092/2021,2021,000000051000000004,3005,FB40141,,
Everest,2104093/2021,2021,000000051000000004,3005,40145,,
Everest,2104094/2021,2021,000000051000000004,3005,40156,,
Everest,2104095/2021,2021,000000051000000004,3005,201071737,,
Everest,2104096/2021,2021,000000051000000004,3005,40176,,
Everest,2104100/2021,2021,000000051000000004,3005,40181,,
Everest,2104103/2021,2021,000000051000000004,3005,40184,,
Everest,2104104/2021,2021,000000051000000004,3005,FB40187,,
Everest,2104105/2021,2021,000000051000000004,3005,3000100741,,
Everest,2104106/2021,2021,000000051000000004,3005,FB40200,,
Everest,2104107/2021,2021,000000051000000004,3005,40206,,
Everest,2104108/2021,2021,000000051000000004,3005,201021505,,
Everest,2104109/2021,2021,000000051000000004,3005,40212,,
Everest,2104111/2021,2021,000000051000000004,3005,FB40215,,
Everest,2104112/2021,2021,000000051000000004,3005,40217,,
Everest,2104113/2021,2021,000000051000000004,3005,3000088358,,
Everest,2104114/2021,2021,000000051000000004,3005,40224,,
Everest,2104115/2021,2021,000000051000000004,3005,201029067,,
Everest,2104116/2021,2021,000000051000000004,3005,04750001069941,,
Everest,2104117/2021,2021,000000051000000004,3005,40229,,
Everest,2104118/2021,2021,000000051000000004,3005,40231,,
Everest,2104119/2021,2021,000000051000000004,3005,40232,,
Everest,2104120/2021,2021,000000051000000004,3005,40233,,
Everest,2104122/2021,2021,000000051000000004,3005,40238,,
Everest,2104123/2021,2021,000000051000000004,3005,3000103497,,
Everest,2104124/2021,2021,000000051000000004,3005,04750001097263,,
Everest,2104125/2021,2021,000000051000000004,3005,3000172108,,
Everest,2104126/2021,2021,000000051000000004,3005,41600,,
Everest,2104127/2021,2021,000000051000000004,3005,3000184887,,
Everest,2104130/2021,2021,000000051000000004,3005,,,
Everest,2104132/2021,2021,000000051000000004,3005,3000184888,,
Everest,2104133/2021,2021,000000051000000004,3005,,,
Everest,2104134/2021,2021,000000051000000004,3005,3000184889,,
Everest,2104139/2021,2021,000000051000000004,3005,,,
Everest,2104151/2021,2021,000000051000000004,3005,3000184890,,
Everest,2104152/2021,2021,000000051000000004,3005,,,
Everest,2104153/2021,2021,000000051000000004,3005,3000184891,,
Everest,2104154/2021,2021,000000051000000004,3005,,,
Everest,2104155/2021,2021,000000051000000004,3005,3000184892,,
Everest,2104156/2021,2021,000000051000000004,3005,,,
Everest,2104157/2021,2021,000000051000000004,3005,3000184893,,
Everest,2104158/2021,2021,000000051000000004,3005,,,
Everest,2104159/2021,2021,000000051000000004,3005,3000184894,,
Everest,2104160/2021,2021,000000051000000004,3005,,,
Everest,2104161/2021,2021,000000051000000004,3005,3000184895,,
Everest,2104162/2021,2021,000000051000000004,3005,,,
Everest,2104163/2021,2021,000000051000000004,3005,3000184896,,
Everest,2104164/2021,2021,000000051000000004,3005,,,
Everest,2104165/2021,2021,000000051000000004,3005,3000184897,,
Everest,2104166/2021,2021,000000051000000004,3005,,,
Everest,2104167/2021,2021,000000051000000004,3005,3000184898,,
Everest,2104168/2021,2021,000000051000000004,3005,,,
Everest,2104169/2021,2021,000000051000000004,3005,3000184899,,
Everest,2104170/2021,2021,000000051000000004,3005,,,
Everest,2104171/2021,2021,000000051000000004,3005,3000184900,,
Everest,2104172/2021,2021,000000051000000004,3005,,,
Everest,2104174/2021,2021,000000051000000004,3005,3000184901,,
Everest,2104175/2021,2021,000000051000000004,3005,,,
Everest,2104177/2021,2021,000000051000000004,3005,3000184902,,
Everest,2104178/2021,2021,000000051000000004,3005,,,
Everest,2104181/2021,2021,000000051000000004,3005,3000108660,,
Everest,2104186/2021,2021,000000051000000004,3005,,,
Everest,2104187/2021,2021,000000051000000004,3005,3000184904,,
